frame	ATE		ASE		AOE		mAP		NDS
0	8.907046	0.619048	3.092907	0.222222	0.204580
1	6.588582	0.511013	2.915764	0.111111	0.160791
2	5.772593	0.494145	2.937461	0.111111	0.170637
3	6.035643	0.516309	3.030372	0.111111	0.165790
4	5.733563	0.522248	2.963084	0.111111	0.168217
5	6.031410	0.505208	2.866123	0.111111	0.166943
6	7.332648	0.538179	2.924671	0.222222	0.228411
7	9.273968	0.618741	3.023078	0.111111	0.123164
8	9.371025	0.637436	3.067932	0.111111	0.120324
9	9.161579	0.619048	3.106629	0.111111	0.124257
10	9.050406	0.630769	3.085214	0.111111	0.124197
11	9.252071	0.637436	3.073691	0.111111	0.121514
12	9.086520	0.596832	3.013042	0.111111	0.127229
13	7.967431	0.572193	3.053931	0.111111	0.140884
14	8.160308	0.576087	2.981302	0.111111	0.138566
15	8.116952	0.595458	2.967579	0.111111	0.137062
16	7.296357	0.556528	2.963319	0.111111	0.149161
17	6.452533	0.543886	2.972183	0.111111	0.158864
18	7.220066	0.550691	3.027367	0.111111	0.150508
19	7.254795	0.563758	2.992353	0.111111	0.148854
20	6.921233	0.534676	2.984294	0.111111	0.155098
21	7.006032	0.534676	2.970844	0.111111	0.154250
22	7.023040	0.565345	2.966419	0.111111	0.151013
23	6.750760	0.534676	2.981605	0.111111	0.156803
24	6.240405	0.511013	2.918740	0.111111	0.164272
25	6.393551	0.511013	2.922978	0.125000	0.172463
26	6.035631	0.531250	2.911973	0.125000	0.174019
27	6.365997	0.511013	2.917800	0.125000	0.172739
28	6.557269	0.538179	2.926401	0.125000	0.168109
29	6.867225	0.538179	2.942883	0.125000	0.165010
30	6.576930	0.553208	2.974631	0.125000	0.166410
31	6.398176	0.530502	2.989693	0.125000	0.170468
32	6.636214	0.525283	2.957461	0.125000	0.168610
33	6.768193	0.520737	3.006847	0.125000	0.167744
34	6.810284	0.534676	2.984486	0.125000	0.165930
35	6.660814	0.520737	3.006308	0.125000	0.168818
36	6.631487	0.549804	3.091717	0.125000	0.166205
37	6.890303	0.550691	3.041807	0.125000	0.163528
38	6.746299	0.541635	3.050283	0.125000	0.165874
39	7.046054	0.572193	3.052701	0.125000	0.159820
40	7.052195	0.563758	3.023766	0.125000	0.160602
41	10.323943	0.575589	2.532837	0.250000	0.217441
42	9.352212	0.540065	2.523665	0.250000	0.227471
43	8.623211	0.531010	2.528627	0.250000	0.235667
44	8.462473	0.512768	2.506539	0.250000	0.239099
45	8.678926	0.513679	2.516354	0.222222	0.217398
46	7.720480	0.493854	2.510686	0.200000	0.213410
47	7.980465	0.507618	2.529771	0.200000	0.209434
48	6.986536	0.481778	2.512370	0.200000	0.221957
49	5.427566	0.446224	2.519465	0.200000	0.241102
50	5.688326	0.456954	2.515159	0.200000	0.237421
51	4.586319	0.455298	2.511643	0.200000	0.248607
52	4.681441	0.426807	2.513603	0.200000	0.250505
53	4.465988	0.434846	4.087067	0.200000	0.251855
54	4.094978	0.446224	4.086587	0.200000	0.254428
55	3.900264	0.468081	4.070725	0.200000	0.254189
56	6.021682	0.444901	4.102136	0.200000	0.235293
57	7.023059	0.563758	3.011081	0.100000	0.143394
58	7.804098	0.514911	4.063181	0.200000	0.210468
59	9.009794	0.518966	4.090100	0.200000	0.198005
60	8.082842	0.538668	3.633084	0.300000	0.275305
61	9.723966	0.553635	3.636366	0.300000	0.257397
62	6.183933	0.417778	4.122129	0.200000	0.236383
63	7.120853	0.534676	3.000371	0.100000	0.145324
64	7.166159	0.534676	2.993401	0.100000	0.144871
65	6.603766	0.535694	4.007708	0.200000	0.220393
66	7.141399	0.544676	4.034079	0.200000	0.214118
67	6.162494	0.526994	4.046010	0.200000	0.225676
68	5.153132	0.519384	4.061278	0.200000	0.236530
69	4.863778	0.496998	4.071621	0.200000	0.241662
70	4.833055	0.512400	2.481115	0.200000	0.240429
71	7.392516	0.482638	4.110219	0.200000	0.217811
72	9.667564	0.559118	4.104541	0.200000	0.187413
